InvoiceID,ShirtID,SellingPrice,Quantity
17,5,1.6,4
17,9,1.7999999999999998,3
17,33,3.5,4
17,17,4.2,1
17,19,62.99999999999999,5
17,1,51.0,1
17,23,46.199999999999996,4
17,24,3.2,4
17,13,0.9,3
17,7,4.0,2
17,8,3.0,4
17,45,7.2,4
17,35,3.5,2
17,5,1.6,4
17,13,0.9,2
17,25,54.0,4
17,27,1.4,5
17,14,1.4,2
17,20,3.5,4
17,10,39.9,4
18,28,8.0,3
18,21,4.2,4
18,10,39.9,4
18,20,3.5,3
18,3,6.3,3
18,9,1.7999999999999998,4
18,21,4.2,4
18,11,30.599999999999998,5
18,24,3.2,1
18,21,4.2,5
18,17,4.2,4
18,26,5.6000000000000005,5
18,28,8.0,3
18,26,5.6000000000000005,1
18,3,6.3,3
18,6,1.8,3
19,25,54.0,5
19,23,46.199999999999996,1
19,23,46.199999999999996,2
19,19,62.99999999999999,5
19,3,6.3,1
19,27,1.4,1
19,31,1.2,1
19,35,3.5,3
19,15,55.3,4
20,11,30.599999999999998,3
20,45,7.2,2
20,14,1.4,1
20,5,1.6,3
20,8,3.0,1
20,33,3.5,2
20,3,6.3,1
21,25,54.0,1
21,39,3.5,5
21,4,0.6,2
21,31,1.2,4
21,1,51.0,2
21,37,4.0,2
21,4,0.6,1
22,12,2.7,5
22,18,2.4,4
22,7,4.0,5
22,31,1.2,5
22,38,5.3999999999999995,3
22,34,2.4,2
22,25,54.0,3
22,1,51.0,4
22,45,7.2,2
22,4,0.6,4
22,29,6.6,3
22,5,1.6,1
22,22,7.2,1
22,21,4.2,2
22,11,30.599999999999998,2
22,40,3.6,3
23,14,1.4,3
23,35,3.5,4
23,14,1.4,3
23,12,2.7,5
23,45,7.2,1
23,41,60.0,1
23,16,44.4,2
23,13,0.9,2
23,7,4.0,3
23,34,2.4,1
23,34,2.4,3
23,24,3.2,5
23,20,3.5,2
24,12,2.7,3
24,36,6.6,4
24,32,6.4,5
24,18,2.4,3
24,15,55.3,4
24,33,3.5,5
24,17,4.2,5
24,4,0.6,5
24,21,4.2,1
24,23,46.199999999999996,2
25,41,60.0,4
25,41,60.0,4
25,24,3.2,1
25,33,3.5,2
25,5,1.6,3
25,30,1.0,4
25,12,2.7,1
25,33,3.5,2
25,28,8.0,5
25,23,46.199999999999996,4
25,8,3.0,2
25,12,2.7,2
25,29,6.6,1
25,20,3.5,1
25,16,44.4,3
25,26,5.6000000000000005,1
25,37,4.0,2
25,20,3.5,4
25,41,60.0,3
25,37,4.0,4
25,18,2.4,3
25,24,3.2,2
25,37,4.0,2
25,29,6.6,1
26,41,60.0,5
26,2,1.7999999999999998,4
26,19,62.99999999999999,1
26,33,3.5,1
26,7,4.0,5
26,32,6.4,5
26,36,6.6,3
26,1,51.0,3
26,35,3.5,1
26,30,1.0,4
26,32,6.4,1
26,36,6.6,2
26,31,1.2,3
27,34,2.4,5
27,25,54.0,3
27,4,0.6,3
27,6,1.8,5
27,10,39.9,2
27,17,4.2,5
27,17,4.2,2
27,32,6.4,4
27,35,3.5,5
28,36,6.6,4
28,11,30.599999999999998,3
28,3,6.3,4
28,17,4.2,5
28,9,1.7999999999999998,2
28,45,7.2,1
28,14,1.4,5
28,25,54.0,3
28,11,30.599999999999998,3
29,23,46.199999999999996,3
29,43,7.0,1
29,21,4.2,5
29,10,39.9,2
29,19,62.99999999999999,1
29,27,1.4,1
29,11,30.599999999999998,1
29,17,4.2,1
29,1,51.0,3
30,36,6.6,3
30,4,0.6,5
30,36,6.6,1
30,44,4.0,2
30,24,3.2,1
30,16,44.4,4
30,13,0.9,5
30,3,6.3,2
30,8,3.0,4
30,10,39.9,2
31,9,1.7999999999999998,4
31,3,6.3,2
31,14,1.4,5
31,30,1.0,2
31,3,6.3,3
31,44,4.0,3
31,28,8.0,5
31,26,5.6000000000000005,3
31,35,3.5,4
31,23,46.199999999999996,3
32,9,1.7999999999999998,4
32,3,6.3,1
32,42,5.4,2
32,34,2.4,3
32,28,8.0,1
32,43,7.0,4
32,13,0.9,3
32,44,4.0,3
32,21,4.2,1
32,9,1.7999999999999998,5
32,19,62.99999999999999,5
32,22,7.2,1
32,14,1.4,4
33,41,60.0,1
33,7,4.0,2
33,34,2.4,3
33,24,3.2,5
33,4,0.6,3
33,22,7.2,3
33,9,1.7999999999999998,3
33,27,1.4,5
33,45,7.2,5
33,40,3.6,1
33,33,3.5,3
33,33,3.5,2
33,17,4.2,3
33,35,3.5,2
33,16,44.4,3
33,17,4.2,1
33,17,4.2,3
33,6,1.8,3
34,34,2.4,4
34,23,46.199999999999996,5
34,7,4.0,4
34,10,39.9,2
34,35,3.5,2
34,37,4.0,5
34,43,7.0,1
34,17,4.2,2
34,14,1.4,1
35,29,6.6,4
35,45,7.2,1
35,37,4.0,3
35,34,2.4,4
35,21,4.2,2
35,6,1.8,3
35,18,2.4,3
35,24,3.2,4
35,20,3.5,5
35,37,4.0,3
35,14,1.4,1
35,44,4.0,5
35,5,1.6,2
35,22,7.2,1
35,28,8.0,5
35,29,6.6,1
35,28,8.0,1
36,19,62.99999999999999,2
36,25,54.0,4
36,38,5.3999999999999995,2
36,31,1.2,4
36,45,7.2,3
36,44,4.0,4
36,10,39.9,2
36,39,3.5,1
36,5,1.6,4
36,24,3.2,2
36,9,1.7999999999999998,3
36,45,7.2,4
36,23,46.199999999999996,2
36,20,3.5,2
36,10,39.9,1
36,37,4.0,5
37,29,6.6,3
37,19,62.99999999999999,4
37,17,4.2,1
37,43,7.0,2
37,30,1.0,1
37,25,54.0,4
37,25,54.0,3
38,28,8.0,3
38,42,5.4,1
38,1,51.0,3
38,36,6.6,4
38,24,3.2,4
38,34,2.4,2
38,41,60.0,5
39,13,0.9,3
39,5,1.6,4
39,5,1.6,4
39,29,6.6,2
39,16,44.4,3
39,2,1.7999999999999998,1
39,38,5.3999999999999995,3
39,41,60.0,5
39,8,3.0,5
39,17,4.2,2
39,4,0.6,2
40,36,6.6,3
40,36,6.6,4
40,16,44.4,2
40,11,30.599999999999998,3
40,2,1.7999999999999998,5
40,20,3.5,3
40,13,0.9,4
40,10,39.9,3
40,38,5.3999999999999995,4
40,24,3.2,3
40,38,5.3999999999999995,5
40,35,3.5,4
41,25,54.0,3
41,45,7.2,4
41,22,7.2,5
41,36,6.6,1
41,40,3.6,5
41,5,1.6,1
41,23,46.199999999999996,1
41,36,6.6,2
41,44,4.0,4
41,37,4.0,1
41,6,1.8,2
41,8,3.0,5
41,22,7.2,3
41,43,7.0,1
42,26,5.6000000000000005,5
42,39,3.5,5
42,14,1.4,1
42,43,7.0,1
42,45,7.2,4
42,36,6.6,3
42,6,1.8,1
42,26,5.6000000000000005,1
42,28,8.0,1
42,10,39.9,2
42,37,4.0,5
43,19,62.99999999999999,2
43,7,4.0,2
43,30,1.0,3
43,15,55.3,4
43,37,4.0,1
43,27,1.4,5
43,19,62.99999999999999,1
43,1,51.0,4
43,38,5.3999999999999995,2
44,22,7.2,3
44,42,5.4,4
44,17,4.2,1
44,32,6.4,3
44,44,4.0,5
44,44,4.0,2
44,30,1.0,1
44,27,1.4,5
44,44,4.0,4
44,18,2.4,4
45,7,4.0,1
45,31,1.2,4
45,15,55.3,5
45,5,1.6,3
45,29,6.6,1
45,13,0.9,1
45,3,6.3,4
45,8,3.0,2
45,14,1.4,3
46,28,8.0,3
46,42,5.4,4
46,18,2.4,4
46,37,4.0,4
46,14,1.4,3
46,40,3.6,5
46,42,5.4,5
46,27,1.4,3
46,30,1.0,5
47,11,30.599999999999998,4
47,24,3.2,1
47,38,5.3999999999999995,3
47,39,3.5,5
47,44,4.0,2
47,13,0.9,4
47,34,2.4,2
47,39,3.5,3
47,25,54.0,2
47,7,4.0,3
47,3,6.3,3
48,9,1.7999999999999998,5
48,23,46.199999999999996,5
48,7,4.0,5
48,21,4.2,1
48,19,62.99999999999999,2
48,38,5.3999999999999995,1
48,37,4.0,1
48,5,1.6,3
48,6,1.8,4
48,39,3.5,1
48,5,1.6,1
48,39,3.5,4
48,33,3.5,4
49,32,6.4,1
49,24,3.2,5
49,24,3.2,1
49,14,1.4,4
49,42,5.4,1
49,42,5.4,2
49,7,4.0,3
49,10,39.9,4
49,30,1.0,1
49,5,1.6,1
49,38,5.3999999999999995,1
49,14,1.4,4
49,6,1.8,3
49,45,7.2,1
49,22,7.2,4
49,11,30.599999999999998,1
50,32,6.4,2
50,27,1.4,3
50,28,8.0,3
50,4,0.6,5
50,33,3.5,4
50,7,4.0,3
50,42,5.4,5
50,24,3.2,2
50,28,8.0,5
50,19,62.99999999999999,3
51,23,46.199999999999996,4
51,11,30.599999999999998,4
51,28,8.0,3
51,5,1.6,3
51,21,4.2,1
51,4,0.6,5
52,13,0.9,2
52,7,4.0,5
52,6,1.8,2
52,15,55.3,5
52,6,1.8,5
52,23,46.199999999999996,1
52,14,1.4,5
52,3,6.3,1
52,28,8.0,5
53,26,5.6000000000000005,4
53,45,7.2,1
53,1,51.0,2
53,21,4.2,1
53,3,6.3,2
53,18,2.4,1
54,29,6.6,1
54,36,6.6,4
54,32,6.4,3
54,36,6.6,3
54,22,7.2,1
54,24,3.2,3
54,14,1.4,5
55,23,46.199999999999996,4
55,41,60.0,3
55,35,3.5,1
55,21,4.2,4
55,28,8.0,2
55,40,3.6,5
55,28,8.0,4
55,34,2.4,1
55,14,1.4,1
55,30,1.0,3
55,4,0.6,1
56,41,60.0,4
56,45,7.2,5
56,31,1.2,4
56,23,46.199999999999996,3
56,21,4.2,1
56,3,6.3,2
56,37,4.0,4
56,10,39.9,3
56,42,5.4,3
57,4,0.6,2
57,40,3.6,4
57,24,3.2,2
57,26,5.6000000000000005,5
57,41,60.0,3
57,34,2.4,4
57,8,3.0,5
57,13,0.9,1
57,44,4.0,5
57,14,1.4,3
57,35,3.5,5
58,38,5.3999999999999995,3
58,17,4.2,5
58,7,4.0,4
58,28,8.0,4
58,14,1.4,5
58,39,3.5,4
58,22,7.2,1
58,28,8.0,4
58,21,4.2,1
58,40,3.6,5
59,24,3.2,3
59,25,54.0,2
59,16,44.4,5
59,26,5.6000000000000005,2
59,3,6.3,5
59,14,1.4,3
59,13,0.9,2
59,40,3.6,4
59,21,4.2,2
60,17,4.2,3
60,38,5.3999999999999995,2
60,22,7.2,2
60,40,3.6,5
60,2,1.7999999999999998,4
60,11,30.599999999999998,1
60,32,6.4,1
60,8,3.0,1
60,15,55.3,3
60,41,60.0,1
60,24,3.2,2
60,1,51.0,1
60,31,1.2,2
61,6,1.8,3
61,28,8.0,2
61,41,60.0,3
61,19,62.99999999999999,5
61,41,60.0,4
61,39,3.5,1
61,26,5.6000000000000005,5
61,28,8.0,3
61,39,3.5,3
61,34,2.4,3
62,23,46.199999999999996,4
62,44,4.0,2
62,21,4.2,5
62,11,30.599999999999998,4
62,20,3.5,2
62,32,6.4,3
62,37,4.0,3
62,41,60.0,5
62,41,60.0,2
62,37,4.0,5
62,37,4.0,4
62,9,1.7999999999999998,3
63,44,4.0,3
63,26,5.6000000000000005,1
63,29,6.6,4
63,12,2.7,3
63,14,1.4,3
63,19,62.99999999999999,1
63,31,1.2,2
63,23,46.199999999999996,1
63,13,0.9,4
63,12,2.7,2
63,3,6.3,1
63,16,44.4,2
63,37,4.0,2
64,4,0.6,3
64,37,4.0,5
64,6,1.8,5
64,5,1.6,5
64,29,6.6,2
64,3,6.3,1
64,22,7.2,3
64,23,46.199999999999996,2
65,39,3.5,1
65,22,7.2,2
65,33,3.5,5
65,41,60.0,3
65,14,1.4,3
65,1,51.0,5
65,29,6.6,5
65,30,1.0,1
65,31,1.2,2
65,33,3.5,1
65,26,5.6000000000000005,5
65,31,1.2,2
66,2,1.7999999999999998,2
66,15,55.3,5
66,2,1.7999999999999998,3
66,4,0.6,1
66,10,39.9,5
66,8,3.0,5
66,26,5.6000000000000005,1
66,19,62.99999999999999,1
66,18,2.4,2
66,7,4.0,5
66,45,7.2,1
67,36,6.6,1
67,32,6.4,3
67,11,30.599999999999998,2
67,29,6.6,2
67,40,3.6,3
67,6,1.8,4
67,25,54.0,3
67,26,5.6000000000000005,5
67,25,54.0,1
68,6,1.8,1
68,37,4.0,4
68,27,1.4,2
68,23,46.199999999999996,2
68,21,4.2,4
68,30,1.0,5
68,8,3.0,5
69,17,4.2,1
69,28,8.0,2
69,33,3.5,2
69,7,4.0,1
69,4,0.6,2
69,32,6.4,5
69,18,2.4,4
69,18,2.4,1
69,16,44.4,1
69,44,4.0,5
69,10,39.9,5
69,19,62.99999999999999,5
69,12,2.7,1
69,41,60.0,3
70,9,1.7999999999999998,4
70,15,55.3,4
70,10,39.9,3
70,30,1.0,5
70,3,6.3,2
70,30,1.0,5
71,33,3.5,2
71,28,8.0,1
71,6,1.8,5
71,11,30.599999999999998,4
71,37,4.0,2
71,11,30.599999999999998,2
71,27,1.4,4
71,33,3.5,1
71,30,1.0,3
71,42,5.4,5
71,23,46.199999999999996,5
71,35,3.5,2
72,45,7.2,4
72,21,4.2,5
72,34,2.4,4
72,42,5.4,5
72,9,1.7999999999999998,2
72,17,4.2,1
72,31,1.2,1
72,12,2.7,3
72,27,1.4,3
72,8,3.0,3
72,6,1.8,3
72,33,3.5,3
72,2,1.7999999999999998,1
72,36,6.6,3
72,44,4.0,2
72,36,6.6,1
73,25,54.0,3
73,6,1.8,4
73,42,5.4,4
73,40,3.6,5
73,37,4.0,1
73,24,3.2,5
74,21,4.2,4
74,39,3.5,1
74,41,60.0,2
74,3,6.3,3
74,24,3.2,5
74,29,6.6,2
74,21,4.2,1
74,2,1.7999999999999998,3
74,39,3.5,3
74,4,0.6,5
75,9,1.7999999999999998,5
75,37,4.0,2
75,17,4.2,1
75,3,6.3,3
75,9,1.7999999999999998,1
75,24,3.2,2
75,21,4.2,4
75,21,4.2,5
75,2,1.7999999999999998,3
75,33,3.5,3
75,17,4.2,2
75,27,1.4,5
75,35,3.5,5
75,10,39.9,4
75,22,7.2,1
75,33,3.5,1
75,11,30.599999999999998,1
75,9,1.7999999999999998,3
76,25,54.0,5
76,14,1.4,5
76,17,4.2,3
76,11,30.599999999999998,4
76,8,3.0,2
76,31,1.2,2
76,9,1.7999999999999998,4
77,7,4.0,2
78,39,3.5,3
78,17,4.2,2
78,33,3.5,4
78,15,55.3,1
78,36,6.6,2
78,21,4.2,1
78,40,3.6,3
78,5,1.6,1
78,18,2.4,1
78,26,5.6000000000000005,2
78,44,4.0,3
78,10,39.9,2
78,24,3.2,5
78,27,1.4,1
79,37,4.0,2
79,23,46.199999999999996,1
79,35,3.5,4
79,37,4.0,5
79,37,4.0,5
79,19,62.99999999999999,1
79,24,3.2,5
79,43,7.0,1
79,41,60.0,3
79,44,4.0,2
79,16,44.4,1
80,26,5.6000000000000005,4
80,8,3.0,2
80,20,3.5,3
80,16,44.4,3
80,10,39.9,2
80,27,1.4,2
80,17,4.2,1
80,3,6.3,4
80,10,39.9,5
81,40,3.6,5
81,4,0.6,1
81,2,1.7999999999999998,2
81,41,60.0,5
81,42,5.4,5
81,36,6.6,5
81,42,5.4,2
81,38,5.3999999999999995,1
81,38,5.3999999999999995,2
81,23,46.199999999999996,1
81,16,44.4,1
81,9,1.7999999999999998,4
81,11,30.599999999999998,1
81,8,3.0,5
81,42,5.4,1
82,34,2.4,5
82,14,1.4,2
82,27,1.4,3
82,3,6.3,2
82,45,7.2,5
82,44,4.0,4
82,2,1.7999999999999998,4
82,32,6.4,5
82,45,7.2,5
82,28,8.0,3
82,19,62.99999999999999,4
82,43,7.0,4
83,15,55.3,2
83,24,3.2,4
83,25,54.0,3
83,26,5.6000000000000005,1
83,3,6.3,5
83,39,3.5,2
83,27,1.4,3
84,33,3.5,5
84,23,46.199999999999996,3
84,7,4.0,3
84,6,1.8,2
84,8,3.0,1
84,26,5.6000000000000005,2
84,29,6.6,1
84,39,3.5,4
84,7,4.0,5
84,10,39.9,5
84,10,39.9,3
84,18,2.4,1
85,10,39.9,2
85,12,2.7,1
85,41,60.0,1
85,39,3.5,1
85,36,6.6,4
85,24,3.2,1
85,13,0.9,4
85,28,8.0,1
85,26,5.6000000000000005,2
85,28,8.0,4
85,26,5.6000000000000005,2
86,21,4.2,1
86,43,7.0,1
86,15,55.3,1
86,7,4.0,4
86,25,54.0,4
86,29,6.6,1
86,4,0.6,1
86,24,3.2,2
86,10,39.9,4
86,37,4.0,2
87,15,55.3,2
87,38,5.3999999999999995,2
87,21,4.2,2
87,12,2.7,3
87,7,4.0,2
87,32,6.4,1
87,7,4.0,1
87,15,55.3,3
87,37,4.0,3
87,39,3.5,4
87,27,1.4,5
87,17,4.2,3
87,24,3.2,5
88,5,1.6,1
88,21,4.2,2
88,8,3.0,5
88,30,1.0,5
88,12,2.7,3
88,28,8.0,3
88,24,3.2,4
88,44,4.0,5
88,17,4.2,3
88,20,3.5,3
89,4,0.6,1
89,38,5.3999999999999995,3
89,30,1.0,5
89,39,3.5,2
89,26,5.6000000000000005,1
89,34,2.4,2
89,6,1.8,2
89,13,0.9,4
89,7,4.0,2
89,36,6.6,5
89,36,6.6,5
89,18,2.4,1
90,42,5.4,1
90,34,2.4,2
90,21,4.2,5
90,33,3.5,1
90,3,6.3,1
90,25,54.0,3
90,18,2.4,3
90,30,1.0,3
90,45,7.2,2
90,42,5.4,5
90,28,8.0,5
91,33,3.5,3
91,42,5.4,3
91,42,5.4,3
91,14,1.4,3
91,6,1.8,3
91,20,3.5,5
91,6,1.8,3
91,10,39.9,1
91,22,7.2,1
91,33,3.5,2
91,37,4.0,1
91,19,62.99999999999999,4
91,30,1.0,4
91,23,46.199999999999996,2
91,7,4.0,2
91,19,62.99999999999999,5
91,44,4.0,3
91,41,60.0,2
91,19,62.99999999999999,4
91,26,5.6000000000000005,3
92,8,3.0,4
92,36,6.6,5
92,31,1.2,4
92,7,4.0,5
92,19,62.99999999999999,4
92,3,6.3,3
92,36,6.6,2
92,6,1.8,3
93,44,4.0,1
93,39,3.5,2
93,1,51.0,3
93,12,2.7,1
93,40,3.6,4
93,4,0.6,2
93,11,30.599999999999998,1
93,33,3.5,4
94,17,4.2,1
94,13,0.9,5
94,24,3.2,1
94,16,44.4,1
94,28,8.0,5
94,38,5.3999999999999995,5
94,43,7.0,1
94,38,5.3999999999999995,3
94,33,3.5,4
95,30,1.0,1
95,40,3.6,5
95,24,3.2,4
95,26,5.6000000000000005,1
95,20,3.5,1
95,38,5.3999999999999995,4
95,34,2.4,4
95,44,4.0,4
95,9,1.7999999999999998,2
95,32,6.4,2
96,1,51.0,3
96,19,62.99999999999999,2
96,12,2.7,2
96,28,8.0,5
96,11,30.599999999999998,3
96,36,6.6,4
96,35,3.5,5
96,21,4.2,1
96,21,4.2,3
96,1,51.0,2
96,29,6.6,5
96,27,1.4,5
97,30,1.0,5
97,12,2.7,5
97,26,5.6000000000000005,5
97,34,2.4,5
97,19,62.99999999999999,4
97,22,7.2,3
97,45,7.2,5
97,43,7.0,5
97,34,2.4,1
97,18,2.4,1
97,9,1.7999999999999998,2
97,21,4.2,3
97,13,0.9,2
97,18,2.4,1
97,18,2.4,4
98,28,8.0,3
98,27,1.4,5
98,38,5.3999999999999995,3
98,5,1.6,5
98,12,2.7,2
98,2,1.7999999999999998,4
98,8,3.0,2
98,41,60.0,2
98,27,1.4,4
98,13,0.9,5
98,32,6.4,5
98,7,4.0,5
98,30,1.0,3
99,3,6.3,5
99,2,1.7999999999999998,5
99,8,3.0,4
99,35,3.5,2
99,32,6.4,3
99,22,7.2,1
99,40,3.6,5
99,40,3.6,4
99,42,5.4,5
99,33,3.5,5
99,1,51.0,2
99,9,1.7999999999999998,1
99,15,55.3,5
99,33,3.5,2
99,36,6.6,3
99,19,62.99999999999999,4
99,17,4.2,1
100,5,1.6,4
100,20,3.5,3
100,35,3.5,4
100,29,6.6,1
100,42,5.4,4
100,1,51.0,3
100,23,46.199999999999996,2
100,25,54.0,5
100,19,62.99999999999999,5
100,39,3.5,3
101,20,3.5,4
101,32,6.4,4
101,10,39.9,3
101,16,44.4,5
101,37,4.0,2
101,14,1.4,3
101,32,6.4,5
101,38,5.3999999999999995,5
101,43,7.0,1
101,21,4.2,3
101,1,51.0,4
102,5,1.6,3
102,30,1.0,4
102,29,6.6,4
102,34,2.4,1
102,25,54.0,4
102,45,7.2,1
102,19,62.99999999999999,5
102,7,4.0,4
102,12,2.7,5
103,45,7.2,5
103,41,60.0,4
103,23,46.199999999999996,2
103,9,1.7999999999999998,3
103,12,2.7,2
103,9,1.7999999999999998,4
103,16,44.4,4
104,34,2.4,5
104,20,3.5,3
104,24,3.2,1
104,13,0.9,3
104,23,46.199999999999996,1
104,17,4.2,2
104,39,3.5,5
104,27,1.4,1
104,7,4.0,1
104,28,8.0,5
104,18,2.4,5
104,4,0.6,3
104,38,5.3999999999999995,3
105,5,1.6,1
105,19,62.99999999999999,4
105,27,1.4,4
105,17,4.2,3
105,40,3.6,3
105,24,3.2,3
105,23,46.199999999999996,3
106,20,3.5,3
106,25,54.0,1
106,37,4.0,3
106,24,3.2,2
106,15,55.3,1
106,43,7.0,5
106,31,1.2,4
106,38,5.3999999999999995,3
106,25,54.0,3
106,26,5.6000000000000005,2
106,22,7.2,4
106,4,0.6,1
107,17,4.2,1
107,22,7.2,3
107,37,4.0,4
107,43,7.0,2
107,45,7.2,4
107,43,7.0,1
107,28,8.0,2
107,19,62.99999999999999,1
107,4,0.6,2
107,36,6.6,3
107,10,39.9,2
107,25,54.0,2
108,8,3.0,3
108,43,7.0,1
108,42,5.4,1
108,40,3.6,4
108,13,0.9,4
108,45,7.2,2
108,8,3.0,2
108,43,7.0,2
108,42,5.4,4
108,21,4.2,3
108,5,1.6,1
108,38,5.3999999999999995,4
108,43,7.0,1
108,21,4.2,1
108,28,8.0,4
108,39,3.5,2
108,9,1.7999999999999998,1
109,26,5.6000000000000005,5
109,28,8.0,2
109,5,1.6,5
109,18,2.4,3
109,34,2.4,4
109,43,7.0,4
109,9,1.7999999999999998,3
109,22,7.2,2
109,13,0.9,2
109,13,0.9,2
109,20,3.5,5
109,17,4.2,1
109,2,1.7999999999999998,1
109,40,3.6,3
109,31,1.2,5
110,41,60.0,5
110,17,4.2,1
110,19,62.99999999999999,2
110,33,3.5,3
110,19,62.99999999999999,4
110,27,1.4,4
110,45,7.2,4
110,33,3.5,1
110,26,5.6000000000000005,5
110,1,51.0,3
110,41,60.0,2
111,3,6.3,5
111,37,4.0,1
111,10,39.9,2
111,39,3.5,4
111,22,7.2,5
111,45,7.2,5
111,31,1.2,5
111,16,44.4,5
112,41,60.0,3
112,12,2.7,5
112,34,2.4,1
112,36,6.6,2
112,17,4.2,3
112,39,3.5,2
113,9,1.7999999999999998,5
113,4,0.6,3
113,35,3.5,3
113,34,2.4,4
113,10,39.9,5
113,32,6.4,5
113,1,51.0,3
113,13,0.9,1
114,13,0.9,4
114,5,1.6,2
114,40,3.6,3
114,33,3.5,4
114,16,44.4,4
114,5,1.6,4
114,17,4.2,3
114,15,55.3,2
115,28,8.0,2
115,22,7.2,1
115,42,5.4,1
115,9,1.7999999999999998,3
115,7,4.0,5
115,13,0.9,5
115,22,7.2,2
115,8,3.0,1
115,11,30.599999999999998,1
115,13,0.9,5
115,18,2.4,4
115,2,1.7999999999999998,2
115,2,1.7999999999999998,2
115,11,30.599999999999998,4
116,36,6.6,3
116,3,6.3,1
116,20,3.5,3
116,1,51.0,1
116,13,0.9,3
116,23,46.199999999999996,2
