InvoiceID,InvoiceDate,TotalAmount,CusID
69,2023-02-22,106.7,846
70,2020-03-31,191.3,193
71,2023-02-18,87.0,118
72,2023-08-21,182.0,747
73,2021-04-02,80.0,819
74,2022-07-15,77.8,968
75,2020-12-15,150.0,208
76,2021-11-23,67.5,26
77,2021-10-17,85.4,295
78,2020-04-20,94.0,878
79,2021-02-06,57.7,296
80,2022-07-23,57.2,403
81,2021-01-04,92.0,528
82,2021-09-19,111.4,153
83,2020-06-02,132.10000000000002,801
84,2023-09-10,138.9,525
85,2022-09-30,72.9,626
86,2021-10-17,154.9,83
87,2021-05-18,81.0,819
88,2020-10-07,178.3,560
89,2023-02-18,98.3,282
90,2021-03-18,55.2,967
91,2020-10-19,154.2,206
92,2020-02-11,60.6,494
93,2021-01-04,72.9,254
94,2021-06-30,99.30000000000001,642
95,2023-02-06,102.3,648
96,2020-11-03,149.8,709
97,2022-03-23,140.2,543
98,2023-05-09,107.9,47
99,2022-01-07,70.8,269
100,2020-10-25,208.4,308
101,2022-09-09,71.9,992
102,2022-03-08,71.2,74
103,2023-07-10,103.7,626
104,2021-08-12,68.60000000000001,275
105,2022-07-22,145.9,558
106,2020-08-27,105.9,949
107,2023-06-03,71.0,631
108,2022-10-15,132.2,311
109,2020-06-29,82.0,608
110,2023-01-04,122.0,922
111,2020-11-05,21.200000000000003,429
112,2022-04-09,99.7,706
113,2022-11-26,186.4,374
114,2021-06-30,145.2,217
115,2021-06-12,68.7,399
116,2021-12-23,201.2,303
117,2021-08-22,91.8,9
118,2021-05-03,105.1,114
119,2020-03-16,122.0,18
120,2020-07-23,146.9,500
121,2022-08-29,24.5,886
122,2021-05-06,85.69999999999999,158
123,2022-07-13,161.70000000000002,923
124,2020-09-27,120.8,84
125,2022-05-03,79.80000000000001,538
126,2022-09-03,104.1,558
127,2022-05-29,134.8,994
128,2020-08-20,66.7,582
129,2023-04-22,100.0,913
130,2021-06-27,122.2,290
131,2022-02-13,56.2,73
132,2022-10-06,137.7,598
133,2020-09-24,111.4,351
134,2022-12-27,129.5,4
135,2020-08-20,94.1,853
136,2020-05-03,95.7,319
137,2020-03-11,126.7,938
138,2022-04-10,86.2,327
139,2020-02-11,70.3,750
140,2022-11-08,45.9,331
141,2021-06-20,42.9,717
142,2022-07-12,101.2,426
143,2022-12-09,70.3,763
144,2022-12-18,97.5,667
145,2021-01-01,116.7,853
146,2022-01-20,188.5,312
147,2022-06-21,66.6,990
148,2021-01-24,141.8,953
149,2020-03-14,74.6,294
150,2023-03-31,166.9,841
151,2020-12-13,101.60000000000001,288
152,2021-05-17,71.8,72
153,2022-12-31,176.1,63
154,2021-09-04,71.0,52
155,2021-02-21,96.10000000000001,536
156,2022-06-10,138.1,75
157,2021-02-04,102.6,903
158,2023-01-30,58.7,837
159,2023-07-14,187.39999999999998,585
160,2022-02-05,71.9,184
161,2020-08-23,121.8,576
162,2022-12-11,45.0,442
163,2023-06-05,84.0,141
164,2021-11-07,118.6,747
165,2022-10-18,183.1,895
166,2023-03-12,86.39999999999999,474
167,2021-05-05,101.8,772
168,2023-08-11,210.79999999999998,489
169,2020-02-01,90.7,178
170,2020-05-30,98.60000000000001,778
171,2023-04-07,202.7,793
172,2023-08-23,124.19999999999999,682
173,2021-08-30,136.2,649
174,2023-09-27,167.6,238
175,2023-02-02,129.3,292
176,2020-11-08,157.4,664
177,2020-09-08,86.7,772
178,2022-03-23,108.8,762
179,2023-07-17,132.0,551
180,2022-05-04,188.2,255
181,2023-08-04,76.0,518
182,2023-03-27,124.9,793
183,2020-09-24,67.7,956
184,2022-10-22,111.0,227
185,2023-08-14,135.5,875
186,2023-03-08,48.400000000000006,495
187,2021-12-19,131.5,254
188,2023-09-10,190.0,371
189,2022-11-02,229.0,90
190,2023-04-05,184.5,829
191,2022-02-20,141.3,797
192,2022-04-08,33.6,325
193,2021-12-12,91.6,778
194,2020-03-20,83.10000000000001,369
195,2022-02-13,147.6,16
196,2023-04-11,174.0,920
197,2023-09-09,116.6,757
198,2022-11-08,203.1,975
199,2021-06-28,157.9,687
200,2020-06-29,93.3,861
201,2023-08-08,195.5,691
202,2022-02-12,24.6,597
203,2021-01-03,55.2,906
204,2021-02-04,60.0,901
205,2023-07-09,61.5,602
206,2023-08-31,165.5,634
207,2023-03-17,170.3,266
208,2020-06-23,82.4,117
209,2021-05-25,73.2,659
210,2023-09-26,112.20000000000002,558
211,2020-12-12,86.6,341
212,2021-02-09,76.7,204
213,2021-09-05,26.2,878
214,2020-07-11,33.5,124
215,2022-03-06,80.10000000000001,899
216,2022-12-24,90.2,630
217,2022-11-28,94.7,434
218,2020-12-25,136.8,917
219,2021-04-28,61.900000000000006,428
220,2022-10-22,88.3,590
221,2021-06-04,147.8,171
222,2020-10-18,233.1,733
223,2022-07-07,116.0,7
224,2023-06-01,175.6,459
225,2023-09-19,109.6,216
226,2022-06-07,116.5,853
227,2021-04-03,62.5,693
228,2021-08-02,100.2,3
229,2020-03-23,128.6,7
230,2022-07-31,141.6,601
231,2021-09-01,81.8,911
232,2022-02-05,44.1,89
233,2022-06-19,75.1,475
234,2020-08-23,42.2,413
235,2022-01-02,57.0,128
236,2023-03-06,131.2,531
237,2022-09-26,108.10000000000001,403
238,2022-12-15,73.8,991
239,2021-08-24,137.4,590
240,2021-06-10,171.8,46
241,2023-04-16,62.5,510
242,2020-10-12,69.3,798
243,2022-08-28,64.2,530
244,2022-12-23,169.6,912
245,2023-02-10,19.799999999999997,598
246,2020-04-03,123.3,586
247,2020-11-12,106.39999999999999,508
248,2022-04-30,240.6,294
249,2021-04-02,54.0,753
250,2020-03-09,82.2,625
251,2022-09-07,104.3,582
252,2021-08-23,149.0,37
253,2023-07-10,66.2,546
254,2022-09-22,164.0,871
255,2022-08-05,33.300000000000004,337
256,2022-11-08,87.9,327
257,2021-09-06,136.9,431
258,2022-07-25,110.9,494
259,2020-12-09,121.0,549
260,2020-04-26,123.0,559
261,2021-05-12,130.2,701
262,2022-01-29,84.6,42
263,2023-09-29,75.4,356
264,2021-09-13,89.7,444
265,2021-01-19,92.5,510
266,2023-02-07,155.20000000000002,430
267,2023-07-25,146.10000000000002,257
268,2020-09-16,61.3,143
269,2022-04-10,100.3,281
270,2023-06-07,104.6,89
271,2022-12-01,93.8,403
272,2022-06-19,103.1,540
273,2020-03-24,98.80000000000001,695
274,2022-08-17,27.9,578
275,2021-05-28,59.6,61
276,2022-02-08,148.0,874
277,2023-04-23,58.5,455
278,2020-07-06,106.1,293
279,2023-09-28,98.4,999
280,2020-01-31,155.5,389
281,2023-07-06,115.2,113
282,2021-05-17,154.3,663
283,2022-07-05,162.3,286
284,2020-12-25,140.2,755
285,2020-03-06,74.0,754
286,2020-05-05,92.39999999999999,206
287,2023-08-18,184.0,858
288,2023-07-24,55.2,415
289,2022-05-31,106.80000000000001,963
290,2023-08-04,85.2,704
291,2020-02-24,35.900000000000006,148
292,2023-02-22,121.0,512
293,2023-07-16,118.0,600
294,2021-02-14,119.2,577
295,2022-04-23,69.9,573
296,2021-01-15,4.2,210
297,2022-11-11,131.6,975
298,2023-07-16,84.7,654
299,2022-03-09,141.8,871
300,2022-03-15,114.1,450
301,2021-04-15,148.3,241
302,2021-02-13,119.7,730
303,2020-10-01,71.8,188
304,2022-05-25,170.0,525
305,2021-01-28,156.0,250
306,2020-08-09,116.2,325
307,2020-12-30,66.7,100
308,2023-05-10,105.1,51
309,2022-12-02,113.10000000000001,601
310,2020-06-28,80.7,692
311,2021-05-22,147.6,451
312,2020-01-28,71.5,502
313,2023-08-20,92.1,325
314,2022-03-16,103.8,826
315,2021-01-22,157.10000000000002,243
316,2021-04-07,108.5,113
317,2022-03-04,123.7,462
318,2023-08-22,143.0,221
319,2023-03-02,99.8,386
320,2022-09-16,63.1,299
321,2022-11-19,115.9,943
322,2021-08-14,137.5,951
323,2021-10-21,217.2,496
324,2021-02-09,78.6,865
325,2022-06-20,56.400000000000006,372
326,2022-03-02,131.6,732
327,2021-10-07,140.0,870
328,2021-12-08,31.799999999999997,85
329,2022-04-26,98.8,146
330,2021-07-13,67.9,441
331,2022-11-22,89.60000000000001,406
332,2023-04-16,195.2,164
333,2022-01-08,341.7,441
334,2020-04-20,54.9,483
335,2023-08-13,133.6,233
336,2020-12-08,71.4,485
337,2023-04-12,163.20000000000002,40
338,2022-07-03,57.0,659
339,2021-11-22,191.9,132
340,2020-07-22,151.9,930
341,2022-07-20,102.80000000000001,208
342,2021-10-30,47.8,423
343,2020-04-11,174.0,578
344,2023-02-06,154.8,399
345,2022-10-10,66.80000000000001,501
346,2023-02-11,198.2,129
347,2023-03-21,69.8,742
348,2020-12-21,85.9,887
349,2021-09-17,155.8,207
350,2023-04-12,160.7,717
351,2023-08-21,158.60000000000002,357
352,2021-10-04,115.6,827
353,2020-08-09,105.2,25
354,2023-02-18,128.6,299
355,2023-05-21,72.60000000000001,931
356,2021-12-17,159.6,530
357,2022-08-18,125.6,261
358,2020-05-06,145.4,120
359,2023-02-12,236.9,107
360,2022-11-21,104.7,837
361,2021-08-25,109.60000000000001,99
362,2020-11-28,117.1,507
363,2020-12-20,100.8,859
364,2020-01-12,117.1,388
365,2023-02-11,202.4,23
366,2021-05-02,94.2,222
367,2023-01-30,96.0,988
368,2021-01-04,66.5,774
369,2022-05-15,47.7,12
370,2022-07-13,168.9,337
371,2021-05-27,73.7,780
372,2023-08-03,133.3,502
373,2021-04-15,67.5,926
374,2022-01-30,66.9,957
375,2022-05-13,98.2,311
376,2022-05-12,58.2,172
377,2023-09-13,92.2,70
378,2022-05-16,149.6,566
379,2023-07-09,77.4,307
380,2021-10-11,96.8,651
381,2022-03-29,89.7,765
382,2021-11-05,106.10000000000001,488
383,2021-05-03,122.0,884
384,2020-02-20,171.9,492
385,2020-04-20,112.00000000000001,639
386,2022-10-01,218.9,454
387,2023-04-30,122.5,940
388,2022-11-22,118.7,216
389,2022-06-26,98.10000000000001,856
390,2021-10-08,140.8,893
391,2020-05-12,140.3,894
392,2020-10-13,84.9,382
393,2021-04-17,89.10000000000001,199
394,2021-11-09,69.6,110
395,2020-03-22,145.9,902
396,2021-04-24,84.9,610
397,2022-01-05,46.2,269
398,2022-04-08,115.7,67
399,2021-06-09,61.400000000000006,145
400,2020-09-21,59.2,130
401,2020-06-20,60.5,130
402,2022-08-16,42.8,206
403,2021-12-08,90.2,733
404,2021-06-28,110.0,882
405,2022-06-05,140.6,899
406,2023-03-08,149.6,612
407,2021-09-07,199.0,144
408,2022-11-12,136.2,645
409,2021-12-14,176.1,747
410,2023-03-28,109.9,220
411,2020-09-07,68.2,189
412,2022-12-02,121.7,203
413,2020-12-31,75.10000000000001,766
414,2020-09-12,109.0,75
415,2021-11-21,166.0,521
416,2023-01-10,120.9,298
417,2023-05-09,94.80000000000001,104
418,2023-08-06,80.9,31
419,2021-04-24,76.6,110
420,2020-07-15,52.2,231
421,2021-01-13,80.2,765
422,2021-02-09,166.8,354
423,2021-04-18,136.2,141
424,2021-12-18,206.2,27
425,2021-02-27,182.0,835
426,2022-01-05,123.10000000000001,157
427,2020-10-09,106.5,276
428,2020-04-27,134.4,442
429,2022-11-23,23.8,428
430,2022-09-05,179.3,484
431,2023-01-19,21.0,606
432,2020-09-24,123.4,455
433,2023-09-07,191.1,389
434,2022-10-25,38.300000000000004,94
435,2020-07-30,72.1,24
436,2023-08-02,96.2,426
437,2022-03-15,113.8,677
438,2021-04-21,126.8,596
439,2023-04-20,124.2,711
440,2021-11-19,69.8,457
441,2020-11-12,86.3,299
442,2020-01-13,160.70000000000002,653
443,2022-03-17,91.4,608
444,2023-05-30,150.4,960
445,2023-09-05,87.2,230
446,2021-11-10,159.6,455
447,2020-09-03,75.6,11
448,2023-05-06,132.2,28
449,2021-12-18,159.4,929
450,2020-02-21,128.9,102
451,2021-02-23,84.8,354
452,2021-11-09,38.8,147
453,2023-08-25,58.1,822
454,2023-01-28,90.1,297
455,2021-12-09,47.8,221
456,2020-08-30,93.8,99
457,2020-12-28,90.30000000000001,28
458,2022-04-30,100.0,556
459,2020-07-16,100.9,972
460,2023-09-13,144.6,6
461,2021-04-11,60.1,321
462,2020-12-28,79.0,514
463,2022-07-10,55.6,67
464,2023-08-17,59.2,1000
465,2021-03-16,133.0,198
466,2022-02-15,251.6,188
467,2022-09-21,83.6,426
468,2021-01-16,68.8,956
469,2022-09-20,86.8,495
470,2023-06-28,152.20000000000002,481
471,2020-08-05,58.00000000000001,485
472,2023-05-08,117.7,644
473,2022-06-26,130.8,575
474,2023-06-14,94.80000000000001,409
475,2023-01-22,50.0,229
476,2023-03-06,39.8,929
477,2021-08-22,157.1,983
478,2020-05-29,81.5,319
479,2022-12-02,120.3,68
480,2020-11-24,146.8,49
481,2023-01-22,104.8,632
482,2021-01-08,110.5,866
483,2021-12-09,67.60000000000001,526
484,2020-07-14,118.4,364
485,2023-08-11,125.8,55
486,2021-10-18,95.6,631
487,2022-04-21,93.2,294
488,2023-02-24,71.9,788
489,2021-07-09,206.5,685
490,2022-09-23,106.60000000000001,116
491,2022-04-27,29.2,327
492,2021-10-15,90.8,178
493,2020-05-15,52.8,845
494,2023-06-28,170.0,343
495,2021-03-25,50.8,23
496,2023-09-13,121.2,422
497,2023-04-28,100.10000000000001,338
498,2023-09-09,25.8,184
499,2020-10-24,73.8,115
500,2020-05-17,146.2,258
501,2022-11-08,171.5,636
502,2020-03-22,77.1,792
503,2021-03-08,116.7,983
504,2021-01-17,73.60000000000001,715
505,2020-05-23,122.0,987
506,2021-12-29,61.800000000000004,238
507,2020-11-05,63.6,265
508,2023-05-11,81.10000000000001,772
509,2020-10-22,149.1,776
510,2020-08-24,140.4,404
511,2023-09-21,89.10000000000001,49
512,2022-11-20,127.2,280
513,2020-02-17,73.0,489
514,2022-01-20,177.10000000000002,355
515,2020-04-04,67.9,396
516,2020-03-25,120.0,77
517,2020-11-22,166.1,30
518,2020-01-04,103.5,343
519,2022-08-19,96.6,452
520,2022-09-05,81.9,941
521,2022-07-05,163.2,742
522,2021-12-01,107.7,338
523,2021-01-24,100.10000000000001,261
524,2022-08-22,59.800000000000004,846
525,2023-07-07,160.7,669
526,2020-05-01,116.8,456
527,2020-04-24,45.900000000000006,637
528,2021-03-22,145.5,164
529,2021-06-28,114.8,933
530,2021-07-28,147.4,871
531,2020-07-01,65.3,648
532,2022-11-03,100.0,657
533,2021-10-29,132.20000000000002,1000
534,2022-03-13,83.2,597
535,2022-08-05,131.8,117
536,2021-09-10,80.5,482
537,2020-05-19,37.4,573
538,2021-05-17,115.60000000000001,846
539,2020-05-13,93.30000000000001,46
540,2022-02-23,185.9,466
541,2022-03-09,109.5,406
542,2021-06-23,145.0,211
543,2023-02-19,107.60000000000001,898
544,2021-11-13,38.6,473
545,2020-09-02,121.7,328
546,2023-08-27,95.6,586
547,2020-01-29,197.7,739
548,2020-05-23,104.1,220
549,2022-03-07,121.0,455
550,2023-06-11,102.60000000000001,911
551,2021-09-06,189.7,875
552,2021-06-18,102.2,268
553,2021-09-08,133.5,853
554,2023-05-24,74.9,613
555,2020-11-11,39.0,57
556,2022-06-10,143.1,83
557,2023-08-25,121.69999999999999,482
558,2021-02-28,178.9,296
559,2020-04-16,153.60000000000002,830
560,2023-05-06,97.60000000000001,670
561,2022-07-30,150.1,731
562,2023-01-01,93.60000000000001,365
563,2020-07-25,106.0,626
564,2021-01-15,61.0,58
565,2023-01-06,60.800000000000004,897
566,2022-07-12,50.8,925
567,2021-12-23,212.5,831
568,2022-09-14,119.3,976
569,2020-06-20,114.8,797
570,2022-10-03,155.9,371
571,2020-03-21,34.9,865
572,2020-02-05,103.1,693
573,2021-05-24,82.5,977
574,2021-01-08,100.5,221
575,2020-04-03,95.30000000000001,31
576,2023-05-15,83.5,953
577,2021-01-01,82.4,179
578,2020-10-24,83.1,17
579,2020-10-21,60.7,963
580,2020-02-24,64.7,737
581,2021-07-03,70.3,223
582,2023-01-20,66.9,520
583,2021-12-25,69.9,750
584,2023-03-17,130.6,369
585,2021-09-05,53.800000000000004,235
586,2022-10-16,141.8,984
587,2022-12-15,46.6,675
588,2020-02-11,47.400000000000006,797
589,2023-08-24,153.4,302
590,2022-06-02,70.2,279
591,2021-08-10,89.10000000000001,718
592,2021-07-18,92.10000000000001,126
593,2021-01-14,115.4,709
594,2020-07-01,125.5,82
595,2020-01-20,186.3,910
596,2020-09-29,84.0,748
597,2022-12-14,113.3,948
598,2022-03-03,216.5,540
599,2021-08-29,92.5,902
600,2023-05-15,131.0,239
601,2021-10-09,81.2,235
602,2023-07-08,110.9,839
603,2020-01-22,153.3,847
604,2020-10-14,136.3,913
605,2023-04-03,79.8,96
606,2023-02-08,167.3,677
607,2023-05-22,97.5,328
608,2020-10-08,165.3,762
609,2022-10-18,114.0,342
610,2021-01-03,54.8,105
611,2022-06-26,86.5,872
612,2023-01-10,82.7,663
613,2022-10-15,54.4,608
614,2022-06-13,178.9,640
615,2020-08-21,141.1,713
616,2021-03-01,91.8,155
617,2023-07-20,204.6,470
618,2020-12-01,88.4,518
619,2020-04-18,121.80000000000001,721
620,2021-08-08,196.4,654
621,2021-03-09,225.0,934
622,2022-08-11,146.0,195
623,2022-12-31,74.8,92
624,2022-02-03,102.6,349
625,2023-04-06,117.9,486
626,2023-08-08,13.600000000000001,175
627,2023-07-10,96.5,477
628,2021-02-08,198.20000000000002,357
629,2023-03-13,96.6,542
630,2020-07-13,129.9,742
631,2022-04-08,125.6,860
632,2021-05-12,90.7,400
633,2020-08-21,137.10000000000002,836
634,2023-01-28,88.3,428
635,2021-11-04,98.8,862
636,2022-10-05,166.2,91
637,2020-09-16,104.5,156
638,2020-04-11,197.0,975
639,2023-07-28,88.5,854
640,2020-02-25,107.7,848
641,2022-08-17,177.9,205
642,2020-11-15,150.1,469
643,2021-10-19,41.8,447
644,2022-04-22,107.69999999999999,291
645,2020-02-18,69.80000000000001,923
646,2021-02-03,120.5,734
647,2020-01-24,196.0,103
648,2022-06-16,221.60000000000002,470
649,2023-06-25,60.0,521
650,2023-09-19,49.400000000000006,109
651,2022-11-07,157.20000000000002,771
652,2022-04-13,111.80000000000001,166
653,2020-02-23,78.2,712
654,2023-05-06,85.4,126
655,2021-09-23,122.4,27
656,2022-09-21,115.7,846
657,2020-02-20,122.30000000000001,421
658,2020-01-02,188.6,13
659,2021-11-10,116.5,995
660,2022-05-22,51.1,200
661,2022-02-09,207.0,512
662,2020-07-18,180.7,961
663,2022-10-02,65.0,230
664,2021-08-12,212.6,905
665,2021-12-18,131.1,628
666,2021-03-27,59.2,118
667,2023-07-12,84.6,236
668,2021-03-09,37.5,335
669,2023-07-13,64.4,107
670,2021-11-20,159.7,672
671,2021-06-01,104.3,15
672,2022-10-15,91.3,777
673,2021-02-16,98.60000000000001,653
674,2021-03-01,128.7,711
675,2020-09-08,46.3,185
676,2022-11-27,21.6,273
677,2022-07-23,148.8,583
678,2020-07-26,94.5,251
679,2023-06-11,105.4,914
680,2020-11-06,72.4,596
681,2023-03-14,200.8,250
682,2023-07-28,90.30000000000001,41
683,2020-06-29,119.4,705
684,2021-07-30,100.9,304
685,2022-02-04,165.4,829
686,2021-07-17,71.1,564
687,2022-08-24,162.0,252
688,2020-07-27,146.7,312
689,2023-07-15,116.8,493
690,2020-01-02,82.5,827
691,2022-12-11,47.300000000000004,91
692,2020-04-29,124.6,15
693,2021-07-08,111.60000000000001,384
694,2023-08-13,55.0,469
695,2021-09-13,107.9,705
696,2020-03-06,108.2,352
697,2020-05-22,112.0,382
698,2023-07-22,82.5,835
699,2020-12-15,156.9,61
700,2021-12-05,116.4,769
701,2022-03-19,116.5,730
702,2020-01-13,169.0,490
703,2023-07-23,32.0,937
704,2023-06-11,172.3,596
705,2023-04-25,113.3,264
706,2021-03-19,78.5,467
707,2022-08-11,82.8,870
708,2021-04-14,142.5,644
709,2023-06-17,87.8,6
710,2022-06-24,99.9,65
711,2023-07-28,54.900000000000006,415
712,2021-08-24,60.400000000000006,746
713,2021-08-17,136.70000000000002,87
714,2022-02-22,59.800000000000004,631
715,2023-07-26,94.30000000000001,131
716,2022-12-05,92.7,490
717,2023-01-16,125.4,239
718,2020-06-04,90.6,878
719,2023-01-27,57.7,999
720,2023-04-27,58.800000000000004,129
721,2020-12-11,112.2,520
722,2020-04-27,94.7,704
723,2021-08-17,164.2,627
724,2021-06-06,53.400000000000006,289
725,2021-08-26,103.3,916
726,2022-12-03,126.10000000000001,2
727,2022-03-17,152.9,769
728,2022-03-30,60.50000000000001,94
729,2021-08-31,97.80000000000001,140
730,2023-01-14,192.6,830
731,2022-04-18,132.0,71
732,2022-09-18,167.0,684
733,2022-11-28,140.3,225
734,2020-12-29,171.5,73
735,2023-02-05,70.7,72
736,2023-04-13,73.5,609
737,2023-02-24,125.0,975
738,2022-01-08,93.69999999999999,213
739,2022-09-29,182.0,652
740,2020-02-13,132.5,506
741,2021-06-03,91.3,648
742,2023-05-29,183.8,189
743,2022-05-24,82.9,128
744,2020-12-25,159.8,66
745,2023-06-23,92.10000000000001,622
746,2020-09-10,78.5,965
747,2020-11-13,83.39999999999999,68
748,2020-12-15,120.0,267
749,2020-01-10,108.3,735
750,2021-07-10,203.1,771
751,2022-01-28,131.8,397
752,2021-07-16,44.8,562
753,2022-05-11,85.5,584
754,2020-04-25,156.5,285
755,2021-08-04,143.8,537
756,2020-06-01,83.4,67
757,2023-06-15,112.89999999999999,661
758,2022-08-18,66.10000000000001,839
759,2022-02-09,185.7,399
760,2020-07-27,138.6,572
761,2020-10-27,127.10000000000001,752
762,2021-01-27,210.6,749
763,2020-09-20,147.20000000000002,386
764,2021-03-22,98.3,365
765,2022-09-30,121.2,468
766,2023-01-16,90.3,392
767,2023-03-31,227.4,641
768,2023-04-25,104.5,352
769,2023-03-11,51.0,146
770,2020-07-30,171.0,110
771,2022-07-18,106.10000000000001,613
772,2021-07-21,97.30000000000001,995
773,2020-03-29,116.3,703
774,2021-12-05,70.7,271
775,2021-12-20,131.6,466
776,2020-05-19,103.30000000000001,667
777,2022-06-14,52.8,957
778,2021-09-09,54.800000000000004,911
779,2021-10-11,145.4,495
780,2022-10-17,145.8,959
781,2021-05-02,109.2,439
782,2021-04-17,151.3,515
783,2021-07-13,85.60000000000001,629
784,2020-04-09,106.80000000000001,756
785,2021-07-23,76.4,818
786,2021-06-10,118.4,233
787,2020-03-19,155.8,516
788,2020-02-29,72.0,524
789,2020-01-06,80.2,983
790,2020-01-10,83.7,713
791,2020-05-19,157.1,327
792,2022-12-13,91.0,983
793,2023-07-26,115.60000000000001,500
794,2021-11-29,112.80000000000001,845
795,2023-09-29,162.0,286
796,2022-04-06,118.2,70
797,2020-02-23,122.7,870
798,2022-04-26,160.8,131
799,2021-11-28,83.4,209
800,2020-03-20,43.0,133
801,2023-09-28,129.5,915
802,2021-04-21,169.4,147
803,2020-04-27,83.8,168
804,2020-02-02,173.5,317
805,2022-04-24,97.6,346
806,2020-06-11,188.79999999999998,903
807,2021-05-20,158.4,706
808,2020-11-12,30.8,995
809,2023-04-23,177.20000000000002,364
810,2022-03-01,111.30000000000001,504
811,2022-12-25,133.2,435
812,2020-09-03,48.7,440
813,2020-11-28,107.6,945
814,2020-07-25,123.10000000000001,221
815,2020-03-15,102.5,455
816,2021-09-19,129.5,620
817,2021-04-28,127.5,684
818,2021-04-04,62.5,149
819,2020-10-13,92.6,815
820,2022-09-20,99.5,256
821,2022-11-09,123.4,312
822,2022-03-10,82.5,986
823,2023-07-19,109.60000000000001,660
824,2020-08-02,39.0,41
825,2023-08-30,68.8,945
826,2023-03-16,51.3,714
827,2023-05-21,150.5,250
828,2021-02-12,130.0,428
829,2023-03-23,139.5,379
830,2020-09-08,75.7,909
831,2023-04-06,124.5,376
832,2021-04-11,53.5,958
833,2023-08-11,60.6,165
834,2021-07-07,154.5,113
835,2020-08-16,131.1,789
836,2021-12-16,148.1,255
837,2020-02-12,130.4,766
838,2020-03-04,114.0,487
839,2021-03-28,64.3,55
840,2023-01-17,176.5,856
841,2023-06-05,86.4,41
842,2022-02-02,53.6,51
843,2023-07-07,32.6,324
844,2021-03-03,90.9,542
845,2023-01-19,85.8,694
846,2022-04-12,129.9,1000
847,2022-03-09,141.0,998
848,2022-06-26,86.2,885
849,2022-07-26,62.4,867
850,2020-12-09,60.0,753
851,2020-03-23,159.8,904
852,2021-08-20,175.6,860
853,2021-03-10,140.2,43
854,2020-10-15,89.10000000000001,96
855,2021-09-25,125.2,530
856,2022-11-04,65.4,969
857,2022-05-01,100.9,219
858,2023-05-10,127.8,173
859,2023-02-02,196.9,662
860,2021-02-17,117.3,511
861,2023-03-16,114.8,353
862,2022-03-25,198.3,357
863,2020-11-08,63.400000000000006,99
864,2023-05-26,65.3,87
865,2023-03-31,99.9,334
866,2021-05-23,127.7,860
867,2020-07-23,157.6,479
868,2022-07-26,47.0,357
869,2021-09-07,122.10000000000001,23
870,2021-07-31,48.7,350
871,2020-07-26,39.1,13
872,2022-12-06,72.2,795
873,2023-03-06,114.0,304
874,2022-06-01,107.1,411
875,2023-07-17,194.4,734
876,2022-04-13,137.10000000000002,629
877,2020-10-03,35.4,249
878,2023-08-28,108.3,259
879,2023-08-19,115.1,600
880,2022-12-11,142.7,137
881,2020-08-28,132.3,822
882,2021-02-23,34.3,648
883,2020-02-22,125.2,870
884,2020-09-08,85.3,972
885,2021-05-30,180.6,322
886,2023-06-22,48.1,414
887,2022-03-22,184.1,30
888,2023-07-11,112.0,911
889,2021-06-03,140.6,309
890,2021-07-18,31.599999999999998,722
891,2021-01-10,51.0,863
